,yearstart,locationabbr,locationdesc,data_value,sample_size,education,income,race/ethnicity,locationid
2214,2011,ar,arkansas,27.4,545.0,,3,,5
2215,2011,ar,arkansas,30.6,517.0,,4,,5
2216,2011,ar,arkansas,28.8,696.0,,5,,5
2217,2011,ar,arkansas,31.2,556.0,,6,,5
2236,2011,ar,arkansas,18.7,673.0,,0,,5
2237,2011,ar,arkansas,19.6,831.0,,1,,5
2238,2011,ar,arkansas,31.1,507.0,,2,,5
2239,2011,ar,arkansas,22.3,555.0,,3,,5
2241,2011,ar,arkansas,30.4,704.0,,5,,5
2242,2011,ar,arkansas,25.1,599.0,,6,,5
2265,2011,ar,arkansas,34.4,689.0,,0,,5
2266,2011,ar,arkansas,39.1,840.0,,1,,5
2267,2011,ar,arkansas,29.1,510.0,,2,,5
2268,2011,ar,arkansas,30.0,556.0,,3,,5
2269,2011,ar,arkansas,27.4,533.0,,4,,5
2270,2011,ar,arkansas,17.7,709.0,,5,,5
2271,2011,ar,arkansas,34.6,612.0,,6,,5
2292,2012,ar,arkansas,37.6,773.0,,0,,5
2293,2012,ar,arkansas,38.5,907.0,,1,,5
2294,2012,ar,arkansas,29.2,507.0,,2,,5
2295,2012,ar,arkansas,36.0,631.0,,3,,5
2296,2012,ar,arkansas,37.9,611.0,,4,,5
2298,2012,ar,arkansas,30.0,734.0,,5,,5
2299,2012,ar,arkansas,30.2,780.0,,6,,5
2320,2012,ar,arkansas,26.7,773.0,,0,,5
2321,2012,ar,arkansas,31.7,907.0,,1,,5
2322,2012,ar,arkansas,39.1,507.0,,2,,5
2323,2012,ar,arkansas,36.8,631.0,,3,,5
2324,2012,ar,arkansas,35.8,611.0,,4,,5
2325,2012,ar,arkansas,39.9,734.0,,5,,5
2326,2012,ar,arkansas,32.6,780.0,,6,,5
2349,2012,ar,arkansas,47.3,802.0,,0,,5
2350,2012,ar,arkansas,38.3,941.0,,1,,5
2351,2012,ar,arkansas,28.0,527.0,,2,,5
2352,2012,ar,arkansas,28.2,653.0,,3,,5
2353,2012,ar,arkansas,20.3,626.0,,4,,5
2354,2012,ar,arkansas,15.0,752.0,,5,,5
2355,2012,ar,arkansas,36.9,873.0,,6,,5
2374,2013,ar,arkansas,41.5,733.0,,0,,5
2375,2013,ar,arkansas,35.3,989.0,,1,,5
2376,2013,ar,arkansas,34.3,512.0,,2,,5
2377,2013,ar,arkansas,34.6,632.0,,3,,5
2378,2013,ar,arkansas,33.0,561.0,,4,,5
2379,2013,ar,arkansas,28.2,785.0,,5,,5
2380,2013,ar,arkansas,35.2,811.0,,6,,5
2402,2013,ar,arkansas,28.5,733.0,,0,,5
2403,2013,ar,arkansas,33.2,989.0,,1,,5
2404,2013,ar,arkansas,32.5,512.0,,2,,5
2405,2013,ar,arkansas,42.6,632.0,,3,,5
2406,2013,ar,arkansas,41.9,561.0,,4,,5
2407,2013,ar,arkansas,40.3,785.0,,5,,5
2408,2013,ar,arkansas,29.5,811.0,,6,,5
2424,2013,ar,arkansas,51.7,946.0,,1,,5
2425,2013,ar,arkansas,45.2,488.0,,2,,5
2426,2013,ar,arkansas,45.3,606.0,,3,,5
2427,2013,ar,arkansas,53.1,548.0,,4,,5
2428,2013,ar,arkansas,46.9,775.0,,5,,5
2429,2013,ar,arkansas,50.3,740.0,,6,,5
2447,2013,ar,arkansas,19.0,771.0,,5,,5
2450,2013,ar,arkansas,34.5,701.0,,6,,5
2451,2013,ar,arkansas,35.8,676.0,,0,,5
2457,2013,ar,arkansas,23.3,539.0,,4,,5
2460,2013,ar,arkansas,21.6,592.0,,3,,5
2468,2013,ar,arkansas,33.2,913.0,,1,,5
2469,2013,ar,arkansas,26.2,481.0,,2,,5
2478,2013,ar,arkansas,28.3,663.0,,0,,5
2487,2013,ar,arkansas,45.9,535.0,,4,,5
2488,2013,ar,arkansas,50.5,762.0,,5,,5
2489,2013,ar,arkansas,40.8,712.0,,6,,5
2498,2013,ar,arkansas,37.9,914.0,,1,,5
2499,2013,ar,arkansas,43.9,483.0,,2,,5
2500,2013,ar,arkansas,42.9,594.0,,3,,5
2517,2013,ar,arkansas,7.4,648.0,,0,,5
2518,2013,ar,arkansas,12.1,903.0,,1,,5
2519,2013,ar,arkansas,15.4,477.0,,2,,5
2520,2013,ar,arkansas,12.3,588.0,,3,,5
2521,2013,ar,arkansas,18.0,529.0,,4,,5
2522,2013,ar,arkansas,22.6,753.0,,5,,5
2523,2013,ar,arkansas,8.4,701.0,,6,,5
2545,2013,ar,arkansas,19.2,660.0,,0,,5
2546,2013,ar,arkansas,24.3,910.0,,1,,5
2547,2013,ar,arkansas,24.6,482.0,,2,,5
2548,2013,ar,arkansas,26.5,591.0,,3,,5
2549,2013,ar,arkansas,30.2,533.0,,4,,5
2550,2013,ar,arkansas,30.0,760.0,,5,,5
2551,2013,ar,arkansas,24.4,706.0,,6,,5
2570,2013,ar,arkansas,17.9,685.0,,0,,5
2571,2013,ar,arkansas,19.7,935.0,,1,,5
2572,2013,ar,arkansas,22.3,486.0,,2,,5
2573,2013,ar,arkansas,19.2,601.0,,3,,5
2574,2013,ar,arkansas,27.1,538.0,,4,,5
2575,2013,ar,arkansas,33.3,764.0,,5,,5
2576,2013,ar,arkansas,16.1,765.0,,6,,5
2589,2013,ar,arkansas,35.3,496.0,,2,,5
2590,2013,ar,arkansas,31.6,607.0,,3,,5
2591,2013,ar,arkansas,26.8,547.0,,4,,5
2592,2013,ar,arkansas,20.5,778.0,,5,,5
2604,2013,ar,arkansas,38.4,791.0,,6,,5
2614,2013,ar,arkansas,40.7,950.0,,1,,5
2615,2013,ar,arkansas,45.7,702.0,,0,,5
2628,2014,ar,arkansas,42.8,654.0,,0,,5
2629,2014,ar,arkansas,36.5,935.0,,1,,5
2630,2014,ar,arkansas,36.0,540.0,,2,,5
2631,2014,ar,arkansas,31.9,610.0,,3,,5
2632,2014,ar,arkansas,36.7,555.0,,4,,5
2633,2014,ar,arkansas,33.6,765.0,,5,,5
2634,2014,ar,arkansas,34.6,827.0,,6,,5
2656,2014,ar,arkansas,23.7,654.0,,0,,5
2657,2014,ar,arkansas,32.7,935.0,,1,,5
2658,2014,ar,arkansas,40.2,540.0,,2,,5
2659,2014,ar,arkansas,41.9,610.0,,3,,5
2660,2014,ar,arkansas,35.0,555.0,,4,,5
2661,2014,ar,arkansas,41.1,765.0,,5,,5
2662,2014,ar,arkansas,29.1,827.0,,6,,5
2686,2014,ar,arkansas,43.3,685.0,,0,,5
2687,2014,ar,arkansas,40.4,982.0,,1,,5
2688,2014,ar,arkansas,28.1,561.0,,2,,5
2689,2014,ar,arkansas,28.0,638.0,,3,,5
2690,2014,ar,arkansas,26.2,572.0,,4,,5
2691,2014,ar,arkansas,15.7,798.0,,5,,5
2692,2014,ar,arkansas,30.6,1014.0,,6,,5
2713,2011,ca,california,29.9,2589.0,,0,,6
2714,2011,ca,california,30.1,2203.0,,1,,6
2715,2011,ca,california,27.2,1622.0,,2,,6
2716,2011,ca,california,22.1,1915.0,,3,,6
2717,2011,ca,california,24.3,2263.0,,4,,6
2719,2011,ca,california,17.5,1090.0,,6,,6
2740,2011,ca,california,35.2,2589.0,,0,,6
2741,2011,ca,california,35.7,2203.0,,1,,6
2742,2011,ca,california,34.8,1622.0,,2,,6
2743,2011,ca,california,38.4,1915.0,,3,,6
2744,2011,ca,california,36.5,2263.0,,4,,6
2746,2011,ca,california,31.5,1090.0,,6,,6
2762,2011,ca,california,28.6,963.0,,6,,6
2765,2011,ca,california,29.4,1555.0,,2,,6
2770,2011,ca,california,30.4,1855.0,,3,,6
2771,2011,ca,california,31.2,2182.0,,4,,6
2776,2011,ca,california,33.2,2105.0,,1,,6
2781,2011,ca,california,36.7,2470.0,,0,,6
2798,2011,ca,california,24.1,2434.0,,0,,6
2799,2011,ca,california,20.2,2068.0,,1,,6
2800,2011,ca,california,16.9,1540.0,,2,,6
2801,2011,ca,california,15.2,1829.0,,3,,6
2802,2011,ca,california,14.4,2167.0,,4,,6
2805,2011,ca,california,17.7,927.0,,6,,6
2828,2011,ca,california,48.6,2545.0,,0,,6
2829,2011,ca,california,50.2,2158.0,,1,,6
2856,2011,ca,california,18.4,2529.0,,0,,6
2857,2011,ca,california,16.0,2143.0,,1,,6
2858,2011,ca,california,22.3,1555.0,,2,,6
2859,2011,ca,california,21.7,1849.0,,3,,6
2860,2011,ca,california,24.3,2195.0,,4,,6
2862,2011,ca,california,25.7,1084.0,,6,,6
2884,2011,ca,california,30.0,2542.0,,0,,6
2885,2011,ca,california,30.1,2153.0,,1,,6
2886,2011,ca,california,37.6,1555.0,,2,,6
2887,2011,ca,california,37.6,1858.0,,3,,6
2888,2011,ca,california,36.5,2206.0,,4,,6
2890,2011,ca,california,38.7,1088.0,,6,,6
2907,2011,ca,california,26.7,2554.0,,0,,6
2908,2011,ca,california,24.4,2154.0,,1,,6
2909,2011,ca,california,29.7,1570.0,,2,,6
2910,2011,ca,california,30.7,1862.0,,3,,6
2911,2011,ca,california,32.5,2206.0,,4,,6
2913,2011,ca,california,32.1,1101.0,,6,,6
2939,2011,ca,california,28.2,2574.0,,0,,6
2940,2011,ca,california,25.3,2174.0,,1,,6
2941,2011,ca,california,21.4,1586.0,,2,,6
2942,2011,ca,california,20.0,1882.0,,3,,6
2943,2011,ca,california,16.9,2229.0,,4,,6
2945,2011,ca,california,19.8,1120.0,,6,,6
2965,2012,ca,california,29.9,2152.0,,0,,6
2966,2012,ca,california,30.2,1699.0,,1,,6
2967,2012,ca,california,28.7,1194.0,,2,,6
2968,2012,ca,california,23.4,1559.0,,3,,6
2969,2012,ca,california,27.0,1879.0,,4,,6
2971,2012,ca,california,16.8,883.0,,6,,6
2992,2012,ca,california,31.2,2152.0,,0,,6
2993,2012,ca,california,34.6,1699.0,,1,,6
2994,2012,ca,california,35.2,1194.0,,2,,6
2995,2012,ca,california,39.4,1559.0,,3,,6
2996,2012,ca,california,36.1,1879.0,,4,,6
2998,2012,ca,california,32.0,883.0,,6,,6
3018,2012,ca,california,27.2,2124.0,,0,,6
3019,2012,ca,california,24.9,1666.0,,1,,6
3020,2012,ca,california,24.5,1159.0,,2,,6
3021,2012,ca,california,19.5,1505.0,,3,,6
3022,2012,ca,california,18.1,1821.0,,4,,6
3024,2012,ca,california,21.6,1185.0,,6,,6
3046,2013,ca,california,29.7,1834.0,,0,,6
3047,2013,ca,california,27.4,1406.0,,1,,6
3048,2013,ca,california,25.6,951.0,,2,,6
3049,2013,ca,california,25.4,1178.0,,3,,6
3050,2013,ca,california,25.8,1368.0,,4,,6
3052,2013,ca,california,17.0,678.0,,6,,6
3074,2013,ca,california,31.8,1834.0,,0,,6
3075,2013,ca,california,36.9,1406.0,,1,,6
3076,2013,ca,california,39.3,951.0,,2,,6
3077,2013,ca,california,37.3,1178.0,,3,,6
3078,2013,ca,california,37.7,1368.0,,4,,6
3081,2013,ca,california,31.5,678.0,,6,,6
3097,2013,ca,california,35.5,1654.0,,0,,6
3098,2013,ca,california,29.0,1281.0,,1,,6
3099,2013,ca,california,30.8,866.0,,2,,6
3100,2013,ca,california,30.3,1080.0,,3,,6
3101,2013,ca,california,30.2,1268.0,,4,,6
3103,2013,ca,california,34.3,585.0,,6,,6
3125,2013,ca,california,22.3,574.0,,6,,6
3130,2013,ca,california,16.0,1261.0,,4,,6
3132,2013,ca,california,21.3,861.0,,2,,6
3133,2013,ca,california,15.7,1070.0,,3,,6
3140,2013,ca,california,24.6,1625.0,,0,,6
3144,2013,ca,california,20.1,1264.0,,1,,6
3165,2013,ca,california,49.1,1719.0,,0,,6
3166,2013,ca,california,49.7,1336.0,,1,,6
3167,2013,ca,california,51.4,897.0,,2,,6
3168,2013,ca,california,52.6,1098.0,,3,,6
3189,2013,ca,california,16.3,1696.0,,0,,6
3190,2013,ca,california,19.9,1324.0,,1,,6
3191,2013,ca,california,22.1,890.0,,2,,6
3192,2013,ca,california,21.3,1091.0,,3,,6
3193,2013,ca,california,27.5,1291.0,,4,,6
3195,2013,ca,california,26.1,660.0,,6,,6
3202,2013,ca,california,30.4,1333.0,,1,,6
3203,2013,ca,california,33.4,1097.0,,3,,6
3204,2013,ca,california,39.2,1291.0,,4,,6
3216,2013,ca,california,31.6,1712.0,,0,,6
3217,2013,ca,california,27.5,1334.0,,1,,6
3218,2013,ca,california,34.3,891.0,,2,,6
3220,2013,ca,california,40.4,659.0,,6,,6
3247,2013,ca,california,24.5,1711.0,,0,,6
3248,2013,ca,california,32.7,895.0,,2,,6
3249,2013,ca,california,31.2,1100.0,,3,,6
3250,2013,ca,california,36.9,1300.0,,4,,6
3252,2013,ca,california,31.9,675.0,,6,,6
3260,2013,ca,california,24.1,685.0,,6,,6
3279,2013,ca,california,31.4,1741.0,,0,,6
3280,2013,ca,california,28.0,1346.0,,1,,6
3281,2013,ca,california,25.6,908.0,,2,,6
3285,2013,ca,california,22.6,1112.0,,3,,6
3286,2013,ca,california,18.7,1304.0,,4,,6
3301,2014,ca,california,30.0,1201.0,,0,,6
3302,2014,ca,california,27.4,995.0,,1,,6
3303,2014,ca,california,26.6,675.0,,2,,6
3304,2014,ca,california,24.0,824.0,,3,,6
3305,2014,ca,california,22.7,978.0,,4,,6
3306,2014,ca,california,22.3,2551.0,,5,,6
3307,2014,ca,california,20.9,801.0,,6,,6
3329,2014,ca,california,34.2,1201.0,,0,,6
3330,2014,ca,california,33.6,995.0,,1,,6
3331,2014,ca,california,38.3,675.0,,2,,6
3332,2014,ca,california,37.4,824.0,,3,,6
3333,2014,ca,california,39.4,978.0,,4,,6
3334,2014,ca,california,34.5,2551.0,,5,,6
3335,2014,ca,california,30.2,801.0,,6,,6
3358,2014,ca,california,32.3,1171.0,,0,,6
3359,2014,ca,california,27.4,966.0,,1,,6
3360,2014,ca,california,29.4,642.0,,2,,6
3361,2014,ca,california,21.4,771.0,,3,,6
3362,2014,ca,california,20.7,951.0,,4,,6
3363,2014,ca,california,12.2,2432.0,,5,,6
3364,2014,ca,california,19.3,889.0,,6,,6
3385,2011,co,colorado,25.9,1034.0,,0,,8
3386,2011,co,colorado,24.2,1706.0,,1,,8
3387,2011,co,colorado,23.7,1134.0,,2,,8
3388,2011,co,colorado,21.3,1757.0,,3,,8
3389,2011,co,colorado,19.5,1968.0,,4,,8
3392,2011,co,colorado,17.5,1604.0,,6,,8
3414,2011,co,colorado,31.4,1034.0,,0,,8
3415,2011,co,colorado,35.8,1706.0,,1,,8
3416,2011,co,colorado,37.0,1134.0,,2,,8
3417,2011,co,colorado,34.3,1757.0,,3,,8
3418,2011,co,colorado,37.9,1968.0,,4,,8
3420,2011,co,colorado,31.7,1604.0,,6,,8
3436,2011,co,colorado,33.3,1918.0,,4,,8
3441,2011,co,colorado,35.3,1506.0,,6,,8
3443,2011,co,colorado,36.3,1708.0,,3,,8
3449,2011,co,colorado,39.0,1083.0,,2,,8
3451,2011,co,colorado,40.8,1628.0,,1,,8
3456,2011,co,colorado,52.5,981.0,,0,,8
3471,2011,co,colorado,32.6,957.0,,0,,8
3472,2011,co,colorado,21.3,1583.0,,1,,8
3473,2011,co,colorado,25.6,1075.0,,2,,8
3474,2011,co,colorado,21.0,1689.0,,3,,8
3475,2011,co,colorado,16.1,1918.0,,4,,8
3477,2011,co,colorado,19.9,1428.0,,6,,8
3500,2011,co,colorado,32.7,1112.0,,2,,8
3502,2011,co,colorado,51.6,967.0,,0,,8
3503,2011,co,colorado,53.2,1624.0,,1,,8
3531,2011,co,colorado,20.2,956.0,,0,,8
3532,2011,co,colorado,21.0,1599.0,,1,,8
3533,2011,co,colorado,23.0,1075.0,,2,,8
3534,2011,co,colorado,25.4,1676.0,,3,,8
3535,2011,co,colorado,28.8,1868.0,,4,,8
3537,2011,co,colorado,26.7,1431.0,,6,,8
3556,2011,co,colorado,35.4,1714.0,,3,,8
3561,2011,co,colorado,34.9,959.0,,0,,8
3562,2011,co,colorado,34.2,1610.0,,1,,8
3563,2011,co,colorado,40.8,1079.0,,2,,8
3565,2011,co,colorado,39.2,1675.0,,3,,8
3566,2011,co,colorado,40.3,1876.0,,4,,8
3568,2011,co,colorado,43.8,1440.0,,6,,8
3586,2011,co,colorado,25.0,1002.0,,0,,8
3587,2011,co,colorado,30.2,1652.0,,1,,8
3588,2011,co,colorado,37.6,1914.0,,4,,8
3590,2011,co,colorado,32.6,1579.0,,6,,8
3614,2011,co,colorado,25.0,1014.0,,0,,8
3615,2011,co,colorado,25.4,1682.0,,1,,8
3616,2011,co,colorado,20.2,1117.0,,2,,8
3617,2011,co,colorado,14.9,1734.0,,3,,8
3618,2011,co,colorado,13.3,1936.0,,4,,8
3620,2011,co,colorado,18.8,1612.0,,6,,8
3642,2012,co,colorado,23.7,953.0,,0,,8
3643,2012,co,colorado,22.2,1590.0,,1,,8
3644,2012,co,colorado,22.2,1071.0,,2,,8
3645,2012,co,colorado,22.0,1533.0,,3,,8
3646,2012,co,colorado,19.6,1749.0,,4,,8
3648,2012,co,colorado,16.9,1324.0,,6,,8
3669,2012,co,colorado,29.0,953.0,,0,,8
3670,2012,co,colorado,34.1,1590.0,,1,,8
3671,2012,co,colorado,35.6,1071.0,,2,,8
3672,2012,co,colorado,38.9,1533.0,,3,,8
3673,2012,co,colorado,39.8,1749.0,,4,,8
3675,2012,co,colorado,26.8,1324.0,,6,,8
3695,2012,co,colorado,30.4,1007.0,,0,,8
3696,2012,co,colorado,29.3,1662.0,,1,,8
3697,2012,co,colorado,19.7,1106.0,,2,,8
3698,2012,co,colorado,17.1,1591.0,,3,,8
3699,2012,co,colorado,12.8,1812.0,,4,,8
3701,2012,co,colorado,19.7,1546.0,,6,,8
3722,2013,co,colorado,28.2,931.0,,0,,8
3723,2013,co,colorado,23.7,1747.0,,1,,8
3724,2013,co,colorado,23.3,1209.0,,2,,8
3725,2013,co,colorado,21.8,1645.0,,3,,8
3726,2013,co,colorado,22.3,1939.0,,4,,8
3728,2013,co,colorado,19.6,1386.0,,6,,8
3750,2013,co,colorado,30.4,931.0,,0,,8
3751,2013,co,colorado,34.9,1747.0,,1,,8
3752,2013,co,colorado,33.4,1209.0,,2,,8
3753,2013,co,colorado,36.4,1645.0,,3,,8
3754,2013,co,colorado,35.6,1939.0,,4,,8
3756,2013,co,colorado,29.1,1386.0,,6,,8
3774,2013,co,colorado,40.1,857.0,,0,,8
3775,2013,co,colorado,39.3,1618.0,,1,,8
3776,2013,co,colorado,35.3,1119.0,,2,,8
3777,2013,co,colorado,37.5,1566.0,,3,,8
3778,2013,co,colorado,35.8,1852.0,,4,,8
3780,2013,co,colorado,36.9,1279.0,,6,,8
3793,2013,co,colorado,25.3,1591.0,,1,,8
3800,2013,co,colorado,21.7,1098.0,,2,,8
3803,2013,co,colorado,24.6,1239.0,,6,,8
3804,2013,co,colorado,27.7,829.0,,0,,8
3817,2013,co,colorado,19.5,1550.0,,3,,8
3819,2013,co,colorado,16.8,1834.0,,4,,8
3835,2013,co,colorado,52.5,848.0,,0,,8
3836,2013,co,colorado,51.9,1613.0,,1,,8
3841,2013,co,colorado,54.6,1242.0,,6,,8
3865,2013,co,colorado,19.6,833.0,,0,,8
3866,2013,co,colorado,21.1,1602.0,,1,,8
3867,2013,co,colorado,24.0,1102.0,,2,,8
3868,2013,co,colorado,29.1,1542.0,,3,,8
3869,2013,co,colorado,25.5,1824.0,,4,,8
3871,2013,co,colorado,23.0,1220.0,,6,,8
3881,2013,co,colorado,37.9,1821.0,,4,,8
3883,2013,co,colorado,35.8,1232.0,,6,,8
3904,2013,co,colorado,34.1,844.0,,0,,8
3905,2013,co,colorado,34.9,1605.0,,1,,8
3906,2013,co,colorado,36.5,1102.0,,2,,8
3907,2013,co,colorado,38.7,1541.0,,3,,8
3920,2013,co,colorado,28.9,864.0,,0,,8
3921,2013,co,colorado,29.5,1647.0,,1,,8
3922,2013,co,colorado,34.6,1129.0,,2,,8
3923,2013,co,colorado,37.4,1570.0,,3,,8
3924,2013,co,colorado,35.1,1856.0,,4,,8
3926,2013,co,colorado,32.3,1318.0,,6,,8
3952,2013,co,colorado,27.5,882.0,,0,,8
3953,2013,co,colorado,26.9,1662.0,,1,,8
3954,2013,co,colorado,19.8,1139.0,,2,,8
3955,2013,co,colorado,19.6,1582.0,,3,,8
3956,2013,co,colorado,15.4,1868.0,,4,,8
3958,2013,co,colorado,22.4,1351.0,,6,,8
3976,2014,co,colorado,27.1,853.0,,0,,8
3977,2014,co,colorado,23.5,1544.0,,1,,8
3978,2014,co,colorado,24.3,1070.0,,2,,8
3979,2014,co,colorado,24.2,1605.0,,3,,8
3980,2014,co,colorado,22.2,1923.0,,4,,8
3982,2014,co,colorado,16.3,1506.0,,6,,8
4002,2014,co,colorado,31.3,853.0,,0,,8
4003,2014,co,colorado,32.5,1544.0,,1,,8
4004,2014,co,colorado,34.9,1070.0,,2,,8
4005,2014,co,colorado,37.1,1605.0,,3,,8
4006,2014,co,colorado,39.7,1923.0,,4,,8
4008,2014,co,colorado,32.3,1506.0,,6,,8
4030,2014,co,colorado,32.5,905.0,,0,,8
4031,2014,co,colorado,25.4,1644.0,,1,,8
4032,2014,co,colorado,22.9,1105.0,,2,,8
4033,2014,co,colorado,16.2,1653.0,,3,,8
4034,2014,co,colorado,12.6,1984.0,,4,,8
4036,2014,co,colorado,19.1,1903.0,,6,,8
4058,2011,ct,connecticut,31.7,469.0,,0,,9
4059,2011,ct,connecticut,28.7,743.0,,1,,9
4060,2011,ct,connecticut,24.7,549.0,,2,,9
4061,2011,ct,connecticut,27.5,727.0,,3,,9
4062,2011,ct,connecticut,23.2,850.0,,4,,9
4063,2011,ct,connecticut,20.7,2208.0,,5,,9
4064,2011,ct,connecticut,24.8,911.0,,6,,9
4086,2011,ct,connecticut,36.6,469.0,,0,,9
4087,2011,ct,connecticut,32.1,743.0,,1,,9
4088,2011,ct,connecticut,37.7,549.0,,2,,9
4089,2011,ct,connecticut,34.7,727.0,,3,,9
4090,2011,ct,connecticut,39.1,850.0,,4,,9
4091,2011,ct,connecticut,35.9,2208.0,,5,,9
4092,2011,ct,connecticut,30.3,911.0,,6,,9
4103,2011,ct,connecticut,25.5,2225.0,,5,,9
4107,2011,ct,connecticut,31.1,867.0,,4,,9
4112,2011,ct,connecticut,32.5,739.0,,3,,9
4113,2011,ct,connecticut,33.6,931.0,,6,,9
4115,2011,ct,connecticut,35.1,543.0,,2,,9
4117,2011,ct,connecticut,36.2,749.0,,1,,9
4126,2011,ct,connecticut,47.5,465.0,,0,,9
4128,2011,ct,connecticut,21.0,729.0,,3,,9
4143,2011,ct,connecticut,30.1,463.0,,0,,9
4144,2011,ct,connecticut,27.9,730.0,,1,,9
4146,2011,ct,connecticut,26.0,534.0,,2,,9
4148,2011,ct,connecticut,17.1,853.0,,4,,9
4149,2011,ct,connecticut,14.0,2209.0,,5,,9
4150,2011,ct,connecticut,25.1,902.0,,6,,9
4163,2011,ct,connecticut,27.6,866.0,,4,,9
4175,2011,ct,connecticut,39.8,459.0,,0,,9
4176,2011,ct,connecticut,41.3,723.0,,1,,9
4177,2011,ct,connecticut,44.1,530.0,,2,,9
4178,2011,ct,connecticut,53.1,731.0,,3,,9
4179,2011,ct,connecticut,53.2,857.0,,4,,9
4181,2011,ct,connecticut,49.6,882.0,,6,,9
4192,2011,ct,connecticut,36.9,2205.0,,5,,9
4206,2011,ct,connecticut,16.8,453.0,,0,,9
4207,2011,ct,connecticut,16.6,714.0,,1,,9
4208,2011,ct,connecticut,17.7,526.0,,2,,9
4209,2011,ct,connecticut,20.8,725.0,,3,,9
4210,2011,ct,connecticut,18.9,852.0,,4,,9
4211,2011,ct,connecticut,28.4,2173.0,,5,,9
4212,2011,ct,connecticut,18.8,860.0,,6,,9
4219,2011,ct,connecticut,26.6,923.0,,6,,9
4235,2011,ct,connecticut,24.4,458.0,,0,,9
4236,2011,ct,connecticut,28.5,719.0,,1,,9
4237,2011,ct,connecticut,30.4,525.0,,2,,9
4238,2011,ct,connecticut,34.4,728.0,,3,,9
4239,2011,ct,connecticut,30.2,854.0,,4,,9
4240,2011,ct,connecticut,38.1,2187.0,,5,,9
4241,2011,ct,connecticut,31.1,869.0,,6,,9
4257,2011,ct,connecticut,23.0,468.0,,0,,9
4258,2011,ct,connecticut,27.3,739.0,,1,,9
4259,2011,ct,connecticut,29.3,545.0,,2,,9
4260,2011,ct,connecticut,30.2,739.0,,3,,9
4281,2011,ct,connecticut,38.0,477.0,,0,,9
4282,2011,ct,connecticut,36.4,751.0,,1,,9
4283,2011,ct,connecticut,30.0,554.0,,2,,9
4284,2011,ct,connecticut,27.1,749.0,,3,,9
4285,2011,ct,connecticut,24.3,874.0,,4,,9
4286,2011,ct,connecticut,16.6,2230.0,,5,,9
4287,2011,ct,connecticut,28.0,953.0,,6,,9
4308,2012,ct,connecticut,35.5,602.0,,0,,9
4309,2012,ct,connecticut,30.8,986.0,,1,,9
4310,2012,ct,connecticut,30.8,628.0,,2,,9
4311,2012,ct,connecticut,27.3,956.0,,3,,9
4312,2012,ct,connecticut,28.7,1107.0,,4,,9
4314,2012,ct,connecticut,21.2,1134.0,,6,,9
4335,2012,ct,connecticut,32.7,602.0,,0,,9
4336,2012,ct,connecticut,37.7,986.0,,1,,9
4337,2012,ct,connecticut,35.6,628.0,,2,,9
4338,2012,ct,connecticut,39.0,956.0,,3,,9
4339,2012,ct,connecticut,37.3,1107.0,,4,,9
4341,2012,ct,connecticut,30.0,1134.0,,6,,9
4364,2012,ct,connecticut,36.9,632.0,,0,,9
4365,2012,ct,connecticut,36.1,1030.0,,1,,9
4366,2012,ct,connecticut,28.5,653.0,,2,,9
4367,2012,ct,connecticut,28.2,991.0,,3,,9
4368,2012,ct,connecticut,19.1,1147.0,,4,,9
4370,2012,ct,connecticut,25.6,1307.0,,6,,9
4391,2013,ct,connecticut,29.6,568.0,,0,,9
4392,2013,ct,connecticut,33.6,871.0,,1,,9
4393,2013,ct,connecticut,28.6,556.0,,2,,9
4394,2013,ct,connecticut,28.1,772.0,,3,,9
4395,2013,ct,connecticut,22.8,1007.0,,4,,9
4396,2013,ct,connecticut,21.2,2541.0,,5,,9
4397,2013,ct,connecticut,23.6,994.0,,6,,9
4419,2013,ct,connecticut,33.5,568.0,,0,,9
4420,2013,ct,connecticut,35.7,871.0,,1,,9
4421,2013,ct,connecticut,37.7,556.0,,2,,9
4422,2013,ct,connecticut,38.1,772.0,,3,,9
4423,2013,ct,connecticut,41.9,1007.0,,4,,9
4424,2013,ct,connecticut,37.7,2541.0,,5,,9
4425,2013,ct,connecticut,36.5,994.0,,6,,9
4441,2013,ct,connecticut,51.2,529.0,,0,,9
4442,2013,ct,connecticut,38.1,846.0,,1,,9
4443,2013,ct,connecticut,36.2,524.0,,2,,9
4444,2013,ct,connecticut,34.0,750.0,,3,,9
4445,2013,ct,connecticut,28.8,985.0,,4,,9
4446,2013,ct,connecticut,30.0,2479.0,,5,,9
4447,2013,ct,connecticut,33.9,960.0,,6,,9
4464,2013,ct,connecticut,28.3,816.0,,1,,9
4469,2013,ct,connecticut,25.0,931.0,,6,,9
4470,2013,ct,connecticut,40.9,522.0,,0,,9
4476,2013,ct,connecticut,16.8,2450.0,,5,,9
4482,2013,ct,connecticut,17.7,980.0,,4,,9
4485,2013,ct,connecticut,20.3,513.0,,2,,9
4490,2013,ct,connecticut,24.8,742.0,,3,,9
4505,2013,ct,connecticut,46.9,738.0,,3,,9
4506,2013,ct,connecticut,52.0,972.0,,4,,9
4508,2013,ct,connecticut,46.1,918.0,,6,,9
4519,2013,ct,connecticut,36.5,520.0,,0,,9
4520,2013,ct,connecticut,47.1,822.0,,1,,9
4521,2013,ct,connecticut,45.5,517.0,,2,,9
4524,2013,ct,connecticut,12.8,516.0,,0,,9
