,yearstart,locationabbr,locationdesc,data_value,sample_size,education,income,race/ethnicity,locationid
49225,2016,il,illinois,34.9,671.0,,4,,17
49226,2016,il,illinois,37.4,1516.0,,5,,17
49227,2016,il,illinois,25.6,281.0,,6,,17
49248,2016,in,indiana,31.1,888.0,,0,,18
49249,2016,in,indiana,33.9,1731.0,,1,,18
49250,2016,in,indiana,33.6,1096.0,,2,,18
49251,2016,in,indiana,35.1,1425.0,,3,,18
49252,2016,in,indiana,36.7,1455.0,,4,,18
49253,2016,in,indiana,36.1,2519.0,,5,,18
49254,2016,in,indiana,33.6,1205.0,,6,,18
49275,2016,ia,iowa,25.9,419.0,,0,,19
49276,2016,ia,iowa,31.7,871.0,,1,,19
49277,2016,ia,iowa,35.6,620.0,,2,,19
49278,2016,ia,iowa,36.4,902.0,,3,,19
49279,2016,ia,iowa,39.0,1108.0,,4,,19
49280,2016,ia,iowa,41.7,1853.0,,5,,19
49281,2016,ia,iowa,33.2,872.0,,6,,19
49287,2016,ks,kansas,35.3,1095.0,,2,,20
49303,2016,ks,kansas,28.1,685.0,,0,,20
49304,2016,ks,kansas,34.9,1408.0,,1,,20
49306,2016,ks,kansas,34.1,1506.0,,3,,20
49307,2016,ks,kansas,35.7,1659.0,,4,,20
49309,2016,ks,kansas,32.0,1589.0,,6,,20
49330,2016,ky,kentucky,30.2,1058.0,,0,,21
49331,2016,ky,kentucky,33.6,1341.0,,1,,21
49332,2016,ky,kentucky,32.6,862.0,,2,,21
49333,2016,ky,kentucky,33.9,1152.0,,3,,21
49334,2016,ky,kentucky,40.1,1290.0,,4,,21
49335,2016,ky,kentucky,39.2,2150.0,,5,,21
49336,2016,ky,kentucky,32.1,1730.0,,6,,21
49357,2016,la,louisiana,33.0,591.0,,0,,22
49358,2016,la,louisiana,31.6,842.0,,1,,22
49359,2016,la,louisiana,35.1,474.0,,2,,22
49360,2016,la,louisiana,29.6,591.0,,3,,22
49361,2016,la,louisiana,39.4,614.0,,4,,22
49362,2016,la,louisiana,36.2,1080.0,,5,,22
49363,2016,la,louisiana,31.1,676.0,,6,,22
49384,2016,me,maine,26.1,924.0,,0,,23
49385,2016,me,maine,30.1,1497.0,,1,,23
49386,2016,me,maine,33.2,1038.0,,2,,23
49387,2016,me,maine,34.7,1362.0,,3,,23
49388,2016,me,maine,38.2,1553.0,,4,,23
49389,2016,me,maine,40.0,2432.0,,5,,23
49390,2016,me,maine,37.2,748.0,,6,,23
49411,2016,md,maryland,31.3,985.0,,0,,24
